Brooklyn Rolling Sales File.  All Sales From  September 2016 - August 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 09/11/17  Coop Sales File as of 09/08/17.,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/19/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5374,17, ,D4,"360 OCEAN PARKWAY, #6D", ,11218,0,0,0, -   , -   ,1941,2,D4," 299,000 ",2/6/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5374,21, ,D4,"370 OCEAN PARKWAY, 1B", ,11218,0,0,0, -   , -   ,1961,2,D4," 550,000 ",11/30/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5374,21, ,D4,"370 OCEAN PARKWAY, 9G", ,11218,0,0,0, -   , -   ,1961,2,D4," 620,000 ",1/10/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5374,21, ,D4,"370 OCEAN PARKWAY, 8L", ,11218,0,0,0, -   , -   ,1961,2,D4," 510,000 ",4/17/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5374,21, ,D4,"370 OCEAN PARKWAY, 3D", ,11218,0,0,0, -   , -   ,1961,2,D4," 320,000 ",6/29/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,49, ,D4,"415 OCEAN PARKWAY, 5C", ,11218,0,0,0, -   , -   ,1900,2,D4," 400,000 ",9/2/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,49, ,D4,"415 OCEAN PARKWAY, 3J", ,11218,0,0,0, -   , -   ,1900,2,D4," 391,000 ",2/6/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 2L", ,11218,0,0,0, -   , -   ,1963,2,D4," 235,000 ",9/6/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 4H", ,11218,0,0,0, -   , -   ,1963,2,D4," 229,000 ",10/31/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 6K", ,11218,0,0,0, -   , -   ,1963,2,D4," 277,000 ",11/29/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 4J", ,11218,0,0,0, -   , -   ,1963,2,D4," 130,000 ",3/10/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 7F", ,11218,0,0,0, -   , -   ,1963,2,D4," 290,000 ",3/23/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 4A", ,11218,0,0,0, -   , -   ,1963,2,D4, -   ,5/11/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58, ,D4,"399 OCEAN PARKWAY, 2J", ,11218,0,0,0, -   , -   ,1963,2,D4," 155,000 ",8/22/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH, 3M", ,11218,0,0,0, -   , -   ,1961,2,D4," 514,000 ",10/13/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH STREET, 2L", ,11218,0,0,0, -   , -   ,1961,2,D4," 483,000 ",10/26/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH, W6", ,11218,0,0,0, -   , -   ,1961,2,D4," 225,000 ",12/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH STREET, 1G", ,11218,0,0,0, -   , -   ,1961,2,D4," 399,000 ",12/23/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH STREET, 6T", ,11218,0,0,0, -   , -   ,1961,2,D4," 370,000 ",12/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH STREET, 2E", ,11218,0,0,0, -   , -   ,1961,2,D4," 326,000 ",1/24/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,58, ,D4,"515 EAST 7TH STREET, 1S", ,11218,0,0,0, -   , -   ,1961,2,D4," 384,000 ",2/7/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,68, ,D4,"495 EAST 7TH STREET, 7B", ,11218,0,0,0, -   , -   ,1962,2,D4," 305,000 ",3/3/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5376,68, ,D4,"495 EAST 7TH STREET, 7A", ,11218,0,0,0, -   , -   ,1962,2,D4," 259,000 ",4/27/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5377,43, ,D4,"811 CORTELYOU ROAD, 5N", ,11218,0,0,0, -   , -   ,1941,2,D4," 472,000 ",10/24/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5377,43, ,D4,"811 CORTELYOU ROAD, 2L", ,11218,0,0,0, -   , -   ,1941,2,D4," 420,000 ",12/23/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5377,43, ,D4,"811 CORTELYOU ROAD, 4N", ,11218,0,0,0, -   , -   ,1941,2,D4," 499,000 ",3/16/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5377,43, ,D4,"811 CORTELYOU ROAD, 2E", ,11218,0,0,0, -   , -   ,1941,2,D4," 500,000 ",5/22/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5391,61, ,D4,"599 EAST 7TH STREET, 5U", ,11218,0,0,0, -   , -   ,1961,2,D4," 515,000 ",9/7/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5391,61, ,D4,"599 EAST 7TH STREET, 1H", ,11218,0,0,0, -   , -   ,1961,2,D4," 545,000 ",11/15/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5391,61, ,D4,"599 EAST 7TH STREET, 4T", ,11218,0,0,0, -   , -   ,1961,2,D4," 530,000 ",1/18/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5391,61, ,D4,"599 EAST 7TH   STREET, 1B", ,11218,0,0,0, -   , -   ,1961,2,D4, -   ,4/5/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5391,61, ,D4,"599 EAST 7TH STREET, 3P", ,11218,0,0,0, -   , -   ,1961,2,D4, -   ,4/5/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5391,61, ,D4,"599 EAST 7TH STREET, 2S", ,11218,0,0,0, -   , -   ,1961,2,D4," 270,000 ",5/31/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5392,1, ,D4,"800 CORTELYOU ROAD, 6F", ,11218,0,0,0, -   , -   ,1960,2,D4, -   ,9/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5392,1, ,D4,"800 CORTELYOU ROAD, 7C", ,11218,0,0,0, -   , -   ,1960,2,D4," 515,000 ",1/9/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5392,1, ,D4,"800 CORTELYOU RD, 4H", ,11218,0,0,0, -   , -   ,1960,2,D4, -   ,12/1/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,7, ,D4,"510 OCEAN PARKWAY, 1K", ,11218,0,0,0, -   , -   ,1931,2,D4," 152,500 ",10/10/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,7, ,D4,"510 OCEAN PARKWAY, 2A", ,11218,0,0,0, -   , -   ,1931,2,D4," 240,999 ",5/4/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,7, ,D4,"510 OCEAN PARKWAY, 39", ,11218,0,0,0, -   , -   ,1931,2,D4," 177,500 ",5/25/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,21, ,D4,"540 OCEAN PARKWAY, 5S", ,11218,0,0,0, -   , -   ,1962,2,D4," 390,000 ",9/12/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,21, ,D4,"540 OCEAN PARKWAY, 6B", ,11218,0,0,0, -   , -   ,1962,2,D4," 430,000 ",3/17/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,21, ,D4,"540 OCEAN PARKWAY, 6F", ,11218,0,0,0, -   , -   ,1962,2,D4, -   ,6/6/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,21, ,D4,"540 OCEAN PARKWAY, 2L", ,11218,0,0,0, -   , -   ,1962,2,D4," 335,000 ",7/17/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5399,41, ,D4,"570 OCEAN PARKWAY, 2A", ,11218,0,0,0, -   , -   ,1931,2,D4," 330,000 ",3/23/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5400,91, ,D4,"525 OCEAN PARKWAY, 1J", ,11218,0,0,0, -   , -   ,1963,2,D4," 450,000 ",9/19/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5400,91, ,D4,"525 OCEAN PARKWAY, 5G", ,11218,0,0,0, -   , -   ,1963,2,D4," 329,000 ",4/21/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5400,91, ,D4,"525 OCEAN PARKWAY, 1J", ,11218,0,0,0, -   , -   ,1963,2,D4," 699,500 ",8/23/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5417,58, ,D4,"275 WEBSTER AVENUE, 4C", ,11230,0,0,0, -   , -   ,1964,2,D4," 515,000 ",9/21/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5417,58, ,D4,"275 WEBSTER AVENUE, 4J", ,11230,0,0,0, -   , -   ,1964,2,D4," 450,000 ",3/30/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5417,58, ,D4,"275 WEBSTER AVENUE, 1D", ,11230,0,0,0, -   , -   ,1964,2,D4," 385,000 ",4/12/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5417,58, ,D4,"275 WEBSTER AVENUE, 2G", ,11230,0,0,0, -   , -   ,1964,2,D4," 170,000 ",5/18/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5417,58, ,D4,"275 WEBSTER AVENUE, 6I", ,11230,0,0,0, -   , -   ,1964,2,D4, -   ,6/19/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5417,58, ,D4,"275 WEBSTER AVENUE, 3H", ,11230,0,0,0, -   , -   ,1964,2,D4," 220,000 ",6/26/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5418,49, ,D4,"345 WEBSTER AVENUE, 5Y", ,11230,0,0,0, -   , -   ,1959,2,D4," 340,050 ",9/20/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5418,49, ,D4,"345 WEBSTER AVENUE, 2E", ,11230,0,0,0, -   , -   ,1959,2,D4," 100,000 ",3/27/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5418,49, ,D4,"345 WEBSTER AVENUE, 5I", ,11230,0,0,0, -   , -   ,1959,2,D4," 245,000 ",6/8/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5418,49, ,D4,"345 WEBSTER AVENUE, 2-O", ,11230,0,0,0, -   , -   ,1959,2,D4," 305,000 ",7/25/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5424,1, ,D4,"715 OCEAN PARKWAY, 2N", ,11230,0,0,0, -   , -   ,1954,2,D4," 280,000 ",9/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5424,1, ,D4,"715 OCEAN PARKWAY, 2-O", ,11230,0,0,0, -   , -   ,1954,2,D4, -   ,2/3/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5424,1, ,D4,"715 OCEAN PARKWAY, 4E", ,11230,0,0,0, -   , -   ,1954,2,D4, -   ,5/4/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5424,1, ,D4,"715 OCEAN PARKWAY, 4E", ,11230,0,0,0, -   , -   ,1954,2,D4," 245,000 ",6/29/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5424,1, ,D4,"715 OCEAN PARKWAY, 1O", ,11230,0,0,0, -   , -   ,1954,2,D4," 255,000 ",7/31/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1014, ,D4,"1275 EAST 5TH STREET, 1F", ,11230,0,0,0, -   , -   ,1952,2,D4," 175,000 ",9/27/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1014, ,D4,"1275 EAST 5TH STREET, 3B", ,11230,0,0,0, -   , -   ,1952,2,D4, -   ,5/4/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1014, ,D4,"1293 EAST 5TH STREET, 5D", ,11230,0,0,0, -   , -   ,1952,2,D4, -   ,5/4/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1014, ,D4,"1180 OCEAN PARKWAY, 6E", ,11230,0,0,0, -   , -   ,1952,2,D4," 290,000 ",8/2/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 8K", ,11230,0,0,0, -   , -   ,1965,2,D4," 375,000 ",9/16/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 2I", ,11230,0,0,0, -   , -   ,1965,2,D4," 490,500 ",12/12/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 9A", ,11230,0,0,0, -   , -   ,1965,2,D4, -   ,2/27/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 12E", ,11230,0,0,0, -   , -   ,1965,2,D4, -   ,3/16/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 7G", ,11230,0,0,0, -   , -   ,1965,2,D4," 267,500 ",5/24/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 7B", ,11230,0,0,0, -   , -   ,1965,2,D4," 329,000 ",6/7/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 3H", ,11230,0,0,0, -   , -   ,1965,2,D4," 7,750 ",6/14/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 12G", ,11230,0,0,0, -   , -   ,1965,2,D4," 310,000 ",6/29/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 6E", ,11230,0,0,0, -   , -   ,1965,2,D4," 550,000 ",7/13/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, 3K", ,11230,0,0,0, -   , -   ,1965,2,D4," 365,000 ",7/25/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018, ,D4,"1170 OCEAN PARKWAY, PHG", ,11230,0,0,0, -   , -   ,1965,2,D4," 332,000 ",8/3/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6494,51, ,D4,"763 OCEAN PARKWAY, 4H", ,11230,0,0,0, -   , -   ,1937,2,D4, -   ,12/1/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6494,51, ,D4,"868 EAST 7TH STREET, 5G", ,11230,0,0,0, -   , -   ,1937,2,D4," 260,000 ",1/18/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6494,51, ,D4,"868 EAST 7TH STREET, 5C", ,11230,0,0,0, -   , -   ,1937,2,D4, -   ,12/1/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6494,51, ,D4,"868 EAST 7TH STREET, 5A", ,11230,0,0,0, -   , -   ,1937,2,D4," 237,000 ",5/4/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6494,51, ,D4,"763 OCEAN PARKWAY, 5H", ,11230,0,0,0, -   , -   ,1937,2,D4," 264,000 ",5/22/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6495,1, ,D4,"855 EAST 7TH STREET, 6K", ,11230,0,0,0, -   , -   ,1963,2,D4," 230,000 ",11/17/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6495,1, ,D4,"855 EAST 7TH STREET, 3N", ,11230,0,0,0, -   , -   ,1963,2,D4," 225,000 ",12/15/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6495,1, ,D4,"855 EAST 7TH STREET, 6S", ,11230,0,0,0, -   , -   ,1963,2,D4," 380,000 ",12/15/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6495,1, ,D4,"855 EAST 7TH STREET, 2H", ,11230,0,0,0, -   , -   ,1963,2,D4, -   ,3/16/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6495,1, ,D4,"855 EAST 7TH STREET, 4V", ,11230,0,0,0, -   , -   ,1963,2,D4," 265,000 ",3/23/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6495,1, ,D4,"855 EAST 7TH STREET, 5T", ,11230,0,0,0, -   , -   ,1963,2,D4," 259,000 ",6/28/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6498,68, ,D4,"759 EAST 10TH STREET, 4G", ,11230,0,0,0, -   , -   ,1958,2,D4," 140,000 ",12/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6498,68, ,D4,"759 EAST 10 STREET, 1-C", ,11230,0,0,0, -   , -   ,1958,2,D4," 159,000 ",8/29/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,8, ,D4,"770 OCEAN PARKWAY, 4B", ,11230,0,0,0, -   , -   ,1963,2,D4," 257,000 ",10/13/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,8, ,D4,"770 OCEAN PARKWAY, 2K", ,11230,0,0,0, -   , -   ,1963,2,D4," 320,000 ",11/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,8, ,D4,"770 OCEAN PARKWAY, 4D", ,11230,0,0,0, -   , -   ,1963,2,D4," 155,000 ",12/27/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,8, ,D4,"770 OCEAN PARKWAY, 7D", ,11230,0,0,0, -   , -   ,1963,2,D4," 66,687 ",3/7/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,8, ,D4,"770 OCEAN PARKWAY, 5H", ,11230,0,0,0, -   , -   ,1963,2,D4," 318,000 ",4/25/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,8, ,D4,"770 OCEAN PARKWAY, 5J", ,11230,0,0,0, -   , -   ,1963,2,D4," 290,000 ",7/27/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,20, ,D4,"800 OCEAN PARKWAY, 5B", ,11230,0,0,0, -   , -   ,1958,2,D4," 425,000 ",9/22/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,20, ,D4,"800 OCEAN PARKWAY, 3B", ,11230,0,0,0, -   , -   ,1958,2,D4, -   ,9/28/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,20, ,D4,"800 OCEAN PARKWAY, 2F", ,11230,0,0,0, -   , -   ,1958,2,D4, -   ,10/11/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,20, ,D4,"800 OCEAN PARKWAY, 5G", ,11230,0,0,0, -   , -   ,1958,2,D4, -   ,3/21/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,20, ,D4,"800 OCEAN PARKWAY, 3C", ,11230,0,0,0, -   , -   ,1958,2,D4," 439,000 ",5/3/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 212", ,11230,0,0,0, -   , -   ,1961,2,D4," 373,000 ",11/1/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 101", ,11230,0,0,0, -   , -   ,1961,2,D4, -   ,12/1/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 202", ,11230,0,0,0, -   , -   ,1961,2,D4," 300,000 ",2/13/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 610", ,11230,0,0,0, -   , -   ,1961,2,D4," 390,100 ",3/7/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 615", ,11230,0,0,0, -   , -   ,1961,2,D4," 302,000 ",3/22/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 207", ,11230,0,0,0, -   , -   ,1961,2,D4," 579,000 ",5/24/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6503,30, ,D4,"820 OCEAN PARKWAY, 410", ,11230,0,0,0, -   , -   ,1961,2,D4," 395,000 ",2/28/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6507,1, ,D4,"414 ELMWOOD AVE, 1D", ,11230,0,0,0, -   , -   ,1958,2,D4," 330,000 ",11/14/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6507,1, ,D4,"414 ELMWOOD AVENUE, 3L", ,11230,0,0,0, -   , -   ,1958,2,D4," 225,000 ",5/9/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6507,1, ,D4,"414 ELMWOOD AVENUE, 6G", ,11230,0,0,0, -   , -   ,1958,2,D4," 299,900 ",7/24/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6508,22, ,D4,"515 AVENUE I, 2F", ,11230,0,0,0, -   , -   ,1936,2,D4," 400,000 ",9/7/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"930 EAST 7TH STREET, 4-B", ,11230,0,0,0, -   , -   ,1956,2,D4," 220,000 ",11/28/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"930 EAST 7TH STREET, 5F", ,11230,0,0,0, -   , -   ,1956,2,D4," 275,000 ",12/9/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"825 OCEAN PARKWAY, 2J", ,11230,0,0,0, -   , -   ,1956,2,D4," 315,000 ",12/7/16
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"825 OCEAN PARKWAY, 3J", ,11230,0,0,0, -   , -   ,1956,2,D4," 265,000 ",1/17/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"825 OCEAN PARKWAY, 6K", ,11230,0,0,0, -   , -   ,1956,2,D4," 460,000 ",2/21/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"825 OCEAN PARKWAY, 4J", ,11230,0,0,0, -   , -   ,1956,2,D4," 335,000 ",7/28/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"930 EAST 7TH STREET, 4A", ,11230,0,0,0, -   , -   ,1956,2,D4, -   ,8/8/17
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6509,13, ,D4,"930 EAST 7 STREET, 6C", ,11230,0,0,0, -   , -   ,1956,2,D4," 270,000 ",8/30/17
