Brooklyn Rolling Sales File.  All Sales From  September 2016 - August 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 09/11/17  Coop Sales File as of 09/08/17.,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/19/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5181,74, ,A1,465 EAST 17TH STREET, ,11226,1,0,1," 5,500 "," 3,492 ",1910,1,A1," 2,499,000 ",5/8/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5183,70, ,A3,455 EAST 19TH STREET, ,11226,1,0,1," 7,110 "," 3,950 ",1899,1,A3, -   ,2/7/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5183,79, ,A1,431 EAST 19 STREET, ,11226,1,0,1," 7,200 "," 3,512 ",1901,1,A1," 1,900,000 ",7/7/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5183,82, ,A1,421 EAST 19TH STREET, ,11226,1,0,1," 6,000 "," 3,020 ",1899,1,A1," 1,750,000 ",11/21/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5184,73, ,A2,891 OCEAN AVENUE, ,11226,1,0,1," 8,250 "," 3,266 ",1945,1,A2, -   ,10/19/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5189,63, ,A1,351 EAST 23RD   STREET, ,11226,1,0,1," 3,000 "," 1,968 ",1930,1,A1," 912,000 ",4/7/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5190,31, ,A5,360 EAST 25TH STREET, ,11226,1,0,1," 2,000 "," 1,936 ",1905,1,A5," 610,000 ",4/14/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5191,30, ,A5,358 EAST 26TH   STREET, ,11226,1,0,1," 2,000 "," 1,552 ",1905,1,A5," 530,000 ",8/15/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5191,54, ,A5,377 EAST 25TH   STREET, ,11226,1,0,1," 2,000 "," 1,848 ",1899,1,A5," 510,000 ",6/20/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5191,66, ,A5,349 EAST 25TH   STREET, ,11226,1,0,1," 2,000 "," 1,800 ",1899,1,A5," 715,000 ",1/30/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5193,13, ,A9,316 EAST 28TH STREET, ,11226,1,0,1," 2,084 "," 1,391 ",1920,1,A9," 425,000 ",9/26/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5194,71, ,A9,327 EAST 28TH STREET, ,11226,1,0,1," 2,000 "," 1,378 ",1920,1,A9," 400,000 ",4/14/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5195,78, ,A1,315 EAST 29TH STREET, ,11226,1,0,1," 4,000 "," 1,876 ",1899,1,A1," 210,000 ",5/4/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5197,12, ,A1,1110 DITMAS AVENUE, ,11218,1,0,1," 4,000 "," 2,085 ",1910,1,A1," 1,645,000 ",5/31/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5203,27, ,A1,1725 NEWKIRK AVENUE, ,11226,1,0,1," 7,772 "," 2,166 ",1905,1,A1, -   ,9/2/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5204,20, ,A1,526 EAST 19TH STREET, ,11226,1,0,1," 5,000 "," 3,340 ",1910,1,A1," 2,386,150 ",6/1/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5204,20, ,A1,526 EAST 19TH STREET, ,11226,1,0,1," 5,000 "," 3,340 ",1910,1,A1," 1,433,250 ",11/16/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5204,38, ,A3,575 EAST 18TH   STREET, ,11226,1,0,1," 8,640 "," 3,744 ",1910,1,A3," 233,220 ",4/7/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5204,38, ,A3,575 EAST 18TH   STREET, ,11226,1,0,1," 8,640 "," 3,744 ",1910,1,A3, -   ,4/7/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5214,13, ,A1,410 EAST 28TH   STREET, ,11226,1,0,1," 3,075 "," 1,410 ",1899,1,A1," 715,000 ",3/6/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5214,13, ,A1,410 EAST 28TH STREET, ,11226,1,0,1," 3,075 "," 1,410 ",1899,1,A1," 515,000 ",10/28/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5221,23, ,A1,638 EAST 22ND STREET, ,11210,1,0,1," 5,000 "," 2,574 ",1899,1,A1, -   ,11/4/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5222,32, ,A1,558 EAST 23RD STREET, ,11210,1,0,1," 5,000 "," 3,038 ",1910,1,A1, -   ,2/2/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5231,62, ,S1,2012 NOSTRAND AVENUE, ,11210,1,1,2," 2,000 "," 2,004 ",1933,1,S1," 250,000 ",6/15/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5237,132, ,A1,26 IRVINGTON PLACE, ,11230,1,0,1," 5,250 "," 2,977 ",1910,1,A1," 1,475,000 ",10/6/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5237,186, ,A1,22 DE KOVEN COURT, ,11230,1,0,1," 4,200 "," 2,704 ",1910,1,A1," 410,000 ",12/22/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5237,240, ,A1,1427 GLENWOOD ROAD, ,11230,1,0,1," 5,250 "," 2,642 ",1910,1,A1," 1,430,000 ",5/25/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5238,21, ,A1,695 EAST 17TH STREET, ,11230,1,0,1," 5,000 "," 2,184 ",1930,1,A1," 1,475,000 ",1/23/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5238,23, ,A1,689 EAST 17TH STREET, ,11230,1,0,1," 5,000 "," 2,569 ",1920,1,A1, -   ,9/8/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5243,57, ,A1,628 EAST 23RD   STREET, ,11210,1,0,1," 4,000 "," 2,212 ",1925,1,A1," 985,000 ",6/22/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5244,38, ,A1,615 EAST 23RD, ,11210,1,0,1," 5,000 "," 2,250 ",1920,1,A1, 10 ,10/8/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5246,14, ,A3,2815 BEDFORD AVENUE, ,11210,1,0,1," 5,000 "," 2,644 ",1925,1,A3," 1,200,000 ",7/19/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5249,51, ,S1,1444 FLATBUSH AVENUE, ,11210,1,1,2," 2,000 "," 2,200 ",1933,1,S1," 900,000 ",6/12/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5249,52, ,S1,1446 FLATBUSH AVENUE, ,11210,1,1,2," 2,000 "," 2,200 ",1933,1,S1," 900,000 ",6/12/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6687,39, ,A1,784 ARGYLE ROAD, ,11230,1,0,1," 4,000 "," 1,888 ",1910,1,A1," 1,700,000 ",8/29/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6687,43, ,A1,794 ARGYLE ROAD, ,11230,1,0,1," 4,000 "," 3,151 ",1910,1,A1," 1,155,000 ",2/15/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6688,20, ,A1,734 RUGBY ROAD, ,11230,1,0,1," 4,000 "," 3,070 ",1910,1,A1," 1,705,000 ",5/30/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6688,42, ,A1,790 RUGBY ROAD, ,11230,1,0,1," 4,500 "," 1,560 ",1910,1,A1," 761,893 ",8/4/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6690,17, ,A1,20 WALDORF CT, ,11230,1,0,1," 4,715 "," 2,304 ",1910,1,A1, -   ,8/16/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6691,5, ,A1,783 RUGBY ROAD, ,11230,1,0,1," 4,000 "," 2,103 ",1899,1,A1," 1,825,000 ",11/3/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6691,19, ,A1,28 WELLINGTON COURT, ,11230,1,0,1," 4,500 "," 1,630 ",1899,1,A1," 1,985,000 ",11/10/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6691,38, ,A1,74 WELLINGTON COURT, ,11230,1,0,1," 13,513 "," 3,861 ",1899,1,A1," 2,325,000 ",3/9/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6691,71, ,A1,1429 AVENUE H, ,11230,1,0,1," 4,500 "," 1,828 ",1899,1,A1, -   ,4/24/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6692,76, ,A1,818 EAST 18TH STREET, ,11230,1,0,1," 4,000 "," 2,231 ",1925,1,A1," 1,605,000 ",7/20/17
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6692,76, ,A1,818 EAST 18TH STREET, ,11230,1,0,1," 4,000 "," 2,231 ",1925,1,A1, -   ,12/22/16
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,6693,65, ,A1,780 EAST 19TH   STREET, ,11230,1,0,1," 5,000 "," 3,003 ",1910,1,A1," 1,657,500 ",5/22/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5054,54, ,B3,171 WOODRUFF AVENUE, ,11226,2,0,2," 1,784 "," 2,286 ",1920,1,B3, -   ,9/23/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5055,42, ,B1,372 PARKSIDE AVENUE, ,11226,2,0,2," 2,300 "," 3,000 ",1910,1,B1, -   ,7/10/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5055,78, ,B1,67 CLARKSON AVENUE, ,11226,2,0,2," 2,250 "," 2,606 ",1901,1,B1," 520,000 ",10/11/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5055,80, ,B1,63 CLARKSON AVENUE, ,11226,2,0,2," 2,250 "," 2,598 ",1901,1,B1," 1,637,500 ",9/7/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5056,90, ,B1,127 CLARKSON AVENUE, ,11226,2,0,2," 3,092 "," 2,600 ",1920,1,B1, -   ,11/1/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5057,6, ,S2,649 ROGERS AVENUE, ,11226,2,1,3," 1,280 "," 3,000 ",1910,1,S2, -   ,12/28/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5070,12, ,B1,24 E 10TH ST, ,11218,2,0,2," 1,921 "," 1,532 ",1930,1,B1, -   ,12/20/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5071,47, ,B1,65 EAST 10TH   STREET, ,11218,2,0,2," 2,000 "," 2,144 ",1925,1,B1, -   ,1/21/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5076,20, ,B3,38 EAST 16TH STREET, ,11226,2,0,2," 5,000 "," 2,367 ",1925,1,B3, -   ,5/25/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5084,55, ,B1,198 LENOX, ,11226,2,0,2," 3,020 "," 3,090 ",1899,1,B1, -   ,10/31/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,24, ,B1,110 LINDEN BOULEVARD, ,11226,2,0,2," 2,600 "," 3,536 ",1901,1,B1," 720,000 ",2/16/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,25, ,B1,112 LINDEN BOULEVARD, ,11226,2,0,2," 2,600 "," 3,552 ",1901,1,B1, 10 ,6/14/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,58, ,S2,786 ROGERS AVENUE, ,11226,2,1,3," 1,553 "," 2,454 ",1920,1,S2, -   ,10/28/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,59, ,S2,788 ROGERS AVENUE, ,11226,2,1,3," 1,554 "," 2,454 ",1920,1,S2, -   ,10/28/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,70, ,B1,161 MARTENSE STREET, ,11226,2,0,2," 2,600 "," 2,144 ",1901,1,B1," 825,000 ",11/3/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,72, ,B1,157 MARTENSE STREET, ,11226,2,0,2," 2,600 "," 2,096 ",1901,1,B1, -   ,3/24/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5087,76, ,B1,147 MARTENSE STREET, ,11226,2,0,2," 2,600 "," 2,096 ",1901,1,B1, -   ,3/8/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5090,27, ,B2,140 MARTENSE STREET, ,11226,2,0,2," 2,400 "," 3,300 ",1931,1,B2, -   ,10/13/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5092,19, ,B1,90 WESTMINSTER ROAD, ,11218,2,0,2," 3,250 "," 1,813 ",1960,1,B1, -   ,5/23/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5094,7, ,B3,99 ARGYLE ROAD, ,11218,2,0,2," 6,000 "," 4,285 ",1901,1,B3," 825,000 ",7/13/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5107,91, ,B2,49 VERONICA PLACE, ,11226,2,0,2," 3,499 "," 1,976 ",1910,1,B2," 760,000 ",3/20/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5108,26, ,B2,142 ERASMUS STREET, ,11226,2,0,2," 3,350 "," 1,440 ",1901,1,B2," 705,500 ",1/17/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5108,34, ,B2,168 ERASMUS STREET, ,11226,2,0,2," 3,350 "," 1,960 ",1901,1,B2, -   ,5/19/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5127,51, ,B3,3 OAKLAND PLACE, ,11226,2,0,2," 1,587 "," 1,376 ",1920,1,B3," 541,000 ",3/16/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5127,61, ,B1,36 OAKLAND PLACE, ,11226,2,0,2," 1,600 "," 1,976 ",1920,1,B1," 661,862 ",7/20/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5128,13, ,B2,102 VERONICA PLACE, ,11226,2,0,2," 1,999 "," 1,600 ",1920,1,B2," 600,000 ",8/11/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5129,6, ,B3,2716 ALBERMARLE RD, ,11226,2,0,2," 1,467 "," 1,290 ",1899,1,B3," 250,000 ",3/27/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5130,23, ,B3,2813 TILDEN AVE, ,11226,2,0,2," 2,800 "," 1,448 ",1899,1,B3," 200,000 ",2/28/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5132,32, ,B3,154 EAST 22ND   STREET, ,11226,2,0,2," 1,200 "," 2,616 ",1901,1,B3, -   ,2/23/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5132,32, ,B3,154 EAST 22ND   STREET, ,11226,2,0,2," 1,200 "," 2,616 ",1901,1,B3, -   ,2/23/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5132,56, ,S2,1053 FLATBUSH AVENUE, ,11226,2,1,3," 1,968 "," 3,600 ",1930,1,S2, -   ,11/1/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5132,60, ,B1,16 DURYEA PLACE, ,11226,2,0,2," 2,333 "," 1,844 ",1901,1,B1," 220,000 ",10/13/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5135,11, ,B1,2326 TILDEN AVENUE, ,11226,2,0,2," 3,000 "," 2,120 ",1901,1,B1," 725,000 ",3/7/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5135,18, ,B9,118 LOTT STREET, ,11226,2,0,2," 3,200 "," 4,172 ",1899,1,B9," 770,000 ",11/14/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5140,14, ,S2,1626 NOSTRAND AVENUE, ,11226,2,1,3," 2,000 "," 3,120 ",1930,1,S2," 700,000 ",7/18/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5140,45, ,B3,155 EAST 29 STREET, ,11226,2,0,2," 1,500 "," 1,916 ",1925,1,B3," 700,000 ",12/22/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5140,50, ,B2,145 EAST 29TH   STREET, ,11226,2,0,2," 1,500 "," 1,916 ",1925,1,B2, -   ,8/17/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5141,42, ,B3,248 STRATFORD ROAD, ,11218,2,0,2," 5,000 "," 2,468 ",1920,1,B3," 550,000 ",4/7/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5141,153, ,S2,661 CONEY ISLAND AVENUE, ,11218,2,1,3," 2,005 "," 4,320 ",1930,1,S2," 1,250,000 ",10/28/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5141,204, ,S2,1012 BEVERLEY ROAD, ,11218,2,1,3," 1,557 "," 4,400 ",1930,1,S2," 1,150,000 ",11/9/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5142,85, ,B2,354 WESTMINSTER ROAD, ,11218,2,0,2," 6,348 "," 3,576 ",1910,1,B2, -   ,2/28/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5147,20, ,B3,300 EAST 17TH STREET, ,11226,2,0,2," 7,500 "," 3,474 ",1899,1,B3," 1,870,000 ",11/21/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5154,9, ,S2,1118 CORTELYOU, ,11218,2,1,3," 2,303 "," 3,000 ",1930,1,S2," 2,200,000 ",2/7/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5154,19, ,B2,398 WESTMINSTER ROAD, ,11218,2,0,2," 2,500 "," 2,613 ",1910,1,B2," 1,451,600 ",1/26/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5154,19, ,B2,398 WESTMINSTER ROAD, ,11218,2,0,2," 2,500 "," 2,613 ",1910,1,B2," 1,451,600 ",1/26/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5158,19, ,B9,400 EAST 16TH   STREET, ,11226,2,0,2," 1,500 "," 2,592 ",1901,1,B9," 1,300,000 ",3/20/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5160,41, ,B3,1711 DORCHESTER ROAD, ,11226,2,0,2," 4,289 "," 2,485 ",1899,1,B3," 1,600,000 ",9/27/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5160,41, ,B3,1711 DORCHESTER ROAD, ,11226,2,0,2," 4,289 "," 2,485 ",1899,1,B3, -   ,9/27/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5165,25, ,S2,2139 CORTELYOU ROAD, ,11226,2,1,3," 1,690 "," 2,400 ",1930,1,S2," 997,500 ",11/16/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5165,64, ,S2,1119 FLATBUSH AVE, ,11226,2,1,3," 2,000 "," 3,000 ",1930,1,S2, -   ,11/1/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5167,56, ,B9,259 EAST 23RD   STREET, ,11226,2,0,2," 2,000 "," 2,000 ",1910,1,B9," 800,000 ",12/6/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5168,49, ,B9,2463 BEDFORD AVE, ,11226,2,0,2," 2,000 "," 2,000 ",1901,1,B9, 1 ,8/11/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5172,47, ,B1,251 EAST 28TH   STREET, ,11226,2,0,2," 2,000 "," 2,128 ",1901,1,B1," 685,000 ",12/8/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5173,24, ,S2,1712 NOSTRAND AVENUE, ,11226,2,1,3," 1,333 "," 1,992 ",1930,1,S2, -   ,10/31/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5173,67, ,B9,2905 CORTELYOU ROAD, ,11226,2,0,2," 1,940 "," 2,160 ",1925,1,B9, -   ,4/25/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5173,69, ,B9,2901 CORTELYOU ROAD, ,11226,2,0,2," 1,920 "," 2,160 ",1925,1,B9, -   ,3/11/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5186,29, ,S2,1208 FLATBUSH AVE, ,11226,2,1,3," 1,260 "," 2,925 ",1933,1,S2," 1,200,000 ",8/10/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5188,11, ,S2,1195 FLATBUSH AVENUE, ,11226,2,1,3," 1,785 "," 2,916 ",1933,1,S2, -   ,11/17/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5190,51, ,B1,2565 BEDFORD AVENUE, ,11226,2,0,2," 2,000 "," 2,256 ",1910,1,B1," 946,000 ",12/7/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5191,13, ,B3,316 EAST 26TH   STREET, ,11226,2,0,2," 2,000 "," 1,488 ",1905,1,B3," 490,000 ",8/16/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5191,37, ,B1,366 E 26 STREET, ,11226,2,0,2," 2,300 "," 2,340 ",1899,1,B1," 350,000 ",9/15/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5191,44, ,B1,2521 AVENUE D, ,11226,2,0,2," 1,800 "," 3,324 ",1899,1,B1," 800,000 ",1/19/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5192,10, ,B1,1110 ROGERS AVENUE, ,11226,2,0,2," 1,850 "," 1,978 ",1910,1,B1, -   ,3/7/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5193,32, ,B1,362 EAST 28TH STREET, ,11226,2,0,2," 2,050 "," 2,080 ",1899,1,B1," 430,000 ",4/13/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5194,77, ,B1,313 EAST 28TH   STREET, ,11226,2,0,2," 2,000 "," 2,080 ",1901,1,B1," 700,000 ",10/19/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5195,11, ,S2,1760 NOSTRAND AVENUE, ,11226,2,1,3," 1,600 "," 3,120 ",1930,1,S2," 730,000 ",9/23/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5195,20, ,S2,1780 NOSTRAND AVENUE,5,11226,2,1,3," 2,000 "," 3,300 ",1931,1,S2," 875,000 ",12/15/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5195,68, ,B1,339 EAST 29TH STREET, ,11226,2,0,2," 2,000 "," 2,108 ",1901,1,B1," 917,852 ",8/14/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5195,68, ,B1,339 EAST 29TH STREET, ,11226,2,0,2," 2,000 "," 2,108 ",1901,1,B1," 670,000 ",2/23/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5200,23, ,B3,576 MARLBOROUGH ROAD, ,11226,2,0,2," 4,000 "," 1,947 ",1905,1,B3," 750,000 ",7/27/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5207,54, ,B3,617 E. 21 STREET, ,11226,2,0,2," 2,500 "," 1,728 ",1925,1,B3," 995,000 ",9/20/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5209,10, ,S2,1234 FLATBUSH AVENUE, ,11226,2,1,3," 1,467 "," 2,970 ",1940,1,S2," 900,000 ",10/28/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5209,16, ,S2,1248 FLATBUSH AVENUE, ,11226,2,1,3," 1,450 "," 3,300 ",1933,1,S2," 800,000 ",10/10/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5209,17, ,S2,1250 FLATBUSH AVENUE, ,11226,2,1,3," 1,485 "," 3,300 ",1933,1,S2, -   ,10/10/16
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5210,25, ,S2,1239 FLATBUSH AVENUE, ,11226,2,1,3," 1,950 "," 3,300 ",1933,1,S2, -   ,1/13/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5210,27, ,S2,1233 FLATBUSH AVENUE, ,11226,2,1,3," 2,670 "," 3,300 ",1933,1,S2," 675,000 ",6/28/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5211,54, ,B1,458 EAST 25TH STREET, ,11226,2,0,2," 4,000 "," 2,569 ",1901,1,B1," 957,155 ",6/26/17
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5211,70, ,S2,1327 FLATBUSH AVENUE, ,11226,2,1,3," 1,452 "," 3,075 ",1933,1,S2," 865,000 ",8/15/17
